state,measure_id,change_2016,change_2017,change_2018,change_2019,change_2020,change_2021,change_2022,change_2023
MS,H_COMP_3,2.0,0.0,4.0,-1.0,-2.0,0.0,-1.0,0.0
MS,H_COMP_5,1.0,-1.0,4.0,-2.0,0.0,0.0,-3.0,0.0
MS,H_COMP_6,2.0,0.0,2.0,-6.0,4.0,0.0,-2.0,0.0
MS,H_COMP_7,-3.0,1.0,1.0,0.0,1.0,0.0,-1.0,0.0
MS,H_HSP_RATING,-1.0,2.0,1.0,-3.0,0.0,0.0,1.0,-1.0
MS,H_QUIET_HSP,1.0,2.0,-2.0,-1.0,0.0,1.0,0.0,-2.0
MS,H_RECMND,-1.0,1.0,1.0,-1.0,-2.0,0.0,2.0,-2.0
MT,H_CLEAN_HSP,4.0,0.0,-2.0,1.0,0.0,0.0,-4.0,-3.0
MT,H_COMP_1,0.0,0.0,0.0,0.0,2.0,1.0,-1.0,1.0
MT,H_COMP_2,2.0,-3.0,2.0,-2.0,1.0,0.0,0.0,1.0
MT,H_COMP_3,6.0,-1.0,0.0,3.0,-1.0,0.0,-2.0,1.0
MT,H_COMP_5,1.0,-5.0,8.0,0.0,4.0,0.0,-3.0,-3.0
MT,H_COMP_6,6.0,2.0,-6.0,0.0,4.0,0.0,-6.0,4.0
MT,H_COMP_7,4.0,-3.0,1.0,1.0,-2.0,1.0,0.0,0.0
MT,H_HSP_RATING,2.0,2.0,-4.0,1.0,1.0,0.0,0.0,0.0
MT,H_QUIET_HSP,2.0,-2.0,0.0,-2.0,4.0,-1.0,3.0,0.0
MT,H_RECMND,2.0,0.0,-2.0,1.0,0.0,-1.0,1.0,-1.0
NC,H_CLEAN_HSP,-1.0,1.0,1.0,0.0,1.0,1.0,-6.0,-4.0
NC,H_COMP_1,1.0,0.0,0.0,0.0,1.0,-1.0,-2.0,-2.0
NC,H_COMP_2,0.0,0.0,0.0,-2.0,2.0,0.0,-3.0,-1.0
NC,H_COMP_3,0.0,0.0,0.0,0.0,1.0,0.0,-7.0,-2.0
NC,H_COMP_5,1.0,0.0,0.0,0.0,1.0,-1.0,-6.0,-3.0
NC,H_COMP_6,2.0,0.0,2.0,-2.0,0.0,0.0,0.0,-2.0
NC,H_COMP_7,0.0,-1.0,2.0,0.0,0.0,0.0,-3.0,-1.0
NC,H_HSP_RATING,1.0,3.0,-1.0,-1.0,0.0,0.0,-2.0,-4.0
NC,H_QUIET_HSP,3.0,1.0,-2.0,-2.0,1.0,0.0,-1.0,-2.0
NC,H_RECMND,0.0,1.0,0.0,-2.0,2.0,0.0,-3.0,-4.0
ND,H_CLEAN_HSP,0.0,6.0,0.0,4.0,0.0,0.0,-10.0,1.0
ND,H_COMP_1,4.0,2.0,1.0,1.0,0.0,1.0,0.0,-4.0
ND,H_COMP_2,3.0,0.0,3.0,-2.0,0.0,0.0,1.0,-2.0
ND,H_COMP_3,8.0,2.0,1.0,-2.0,-1.0,-1.0,4.0,-8.0
ND,H_COMP_5,0.0,14.0,-1.0,-3.0,-1.0,0.0,0.0,-7.0
ND,H_COMP_6,0.0,4.0,6.0,-6.0,0.0,0.0,0.0,-4.0
ND,H_COMP_7,4.0,4.0,1.0,1.0,-1.0,2.0,1.0,-7.0
ND,H_HSP_RATING,6.0,5.0,-2.0,2.0,2.0,-1.0,3.0,-8.0
ND,H_QUIET_HSP,5.0,1.0,2.0,1.0,1.0,0.0,3.0,-4.0
ND,H_RECMND,3.0,4.0,1.0,1.0,1.0,2.0,-4.0,-2.0
NE,H_CLEAN_HSP,0.0,2.0,2.0,-2.0,3.0,-1.0,-5.0,-1.0
NE,H_COMP_1,2.0,0.0,0.0,-2.0,3.0,0.0,-2.0,-1.0
NE,H_COMP_2,1.0,0.0,0.0,-3.0,3.0,0.0,-2.0,-1.0
NE,H_COMP_3,2.0,-2.0,3.0,1.0,-1.0,0.0,-3.0,-2.0
NE,H_COMP_5,3.0,1.0,0.0,0.0,3.0,0.0,-6.0,-5.0
NE,H_COMP_6,0.0,4.0,-4.0,2.0,-2.0,0.0,0.0,0.0
NE,H_COMP_7,2.0,0.0,0.0,0.0,2.0,0.0,-2.0,-3.0
NE,H_HSP_RATING,2.0,3.0,-1.0,-2.0,2.0,-1.0,1.0,-1.0
NE,H_QUIET_HSP,3.0,1.0,3.0,-3.0,0.0,0.0,0.0,-1.0
NE,H_RECMND,4.0,0.0,0.0,-3.0,3.0,0.0,-3.0,-1.0
NH,H_CLEAN_HSP,-2.0,2.0,1.0,0.0,0.0,0.0,-6.0,-4.0
NH,H_COMP_1,0.0,2.0,-1.0,0.0,1.0,0.0,-3.0,-1.0
NH,H_COMP_2,-1.0,3.0,-3.0,1.0,-1.0,1.0,-4.0,-1.0
NH,H_COMP_3,0.0,1.0,-2.0,1.0,1.0,-1.0,-8.0,-1.0
NH,H_COMP_5,-1.0,1.0,-2.0,-3.0,2.0,-2.0,-3.0,-6.0
NH,H_COMP_6,2.0,0.0,0.0,-2.0,2.0,-2.0,-2.0,0.0
NH,H_COMP_7,0.0,1.0,-1.0,-1.0,2.0,0.0,-6.0,0.0
NH,H_HSP_RATING,0.0,1.0,0.0,-3.0,2.0,0.0,-5.0,-2.0
NH,H_QUIET_HSP,-2.0,3.0,-3.0,-2.0,2.0,0.0,-2.0,-1.0
NH,H_RECMND,-1.0,1.0,-1.0,-2.0,2.0,-1.0,-2.0,-3.0
NJ,H_CLEAN_HSP,-2.0,3.0,0.0,1.0,-1.0,0.0,-5.0,0.0
NJ,H_COMP_1,0.0,0.0,2.0,-2.0,0.0,0.0,-1.0,-3.0
NJ,H_COMP_2,-1.0,0.0,0.0,0.0,-1.0,0.0,-2.0,-1.0
NJ,H_COMP_3,-1.0,1.0,1.0,-2.0,-1.0,1.0,-5.0,-5.0
NJ,H_COMP_5,-1.0,1.0,2.0,-1.0,-1.0,0.0,-6.0,-3.0
NJ,H_COMP_6,0.0,2.0,0.0,2.0,-2.0,0.0,-2.0,0.0
NJ,H_COMP_7,0.0,1.0,1.0,0.0,-2.0,0.0,-2.0,-1.0
NJ,H_HSP_RATING,-2.0,3.0,1.0,-1.0,-2.0,2.0,-2.0,-4.0
NJ,H_QUIET_HSP,0.0,1.0,-1.0,0.0,-1.0,0.0,2.0,-3.0
NJ,H_RECMND,-1.0,0.0,1.0,-1.0,0.0,0.0,-2.0,-4.0
NM,H_CLEAN_HSP,0.0,2.0,1.0,2.0,-1.0,-2.0,-2.0,-3.0
NM,H_COMP_1,1.0,1.0,-1.0,3.0,0.0,0.0,-1.0,-4.0
NM,H_COMP_2,-4.0,3.0,-3.0,3.0,-2.0,1.0,-1.0,-2.0
NM,H_COMP_3,2.0,0.0,-1.0,4.0,0.0,0.0,-4.0,-4.0
NM,H_COMP_5,2.0,-1.0,-7.0,10.0,-3.0,0.0,-7.0,-3.0
NM,H_COMP_6,2.0,4.0,-4.0,4.0,-4.0,0.0,-2.0,-2.0
NM,H_COMP_7,2.0,0.0,-1.0,3.0,-1.0,0.0,-4.0,-4.0
NM,H_HSP_RATING,2.0,3.0,-2.0,4.0,-3.0,0.0,1.0,-5.0
NM,H_QUIET_HSP,0.0,-1.0,-1.0,2.0,-1.0,1.0,0.0,0.0
NM,H_RECMND,3.0,2.0,-3.0,6.0,-5.0,0.0,1.0,-4.0
NV,H_CLEAN_HSP,-2.0,0.0,3.0,1.0,5.0,0.0,-11.0,2.0
NV,H_COMP_1,0.0,-1.0,3.0,-2.0,6.0,1.0,-6.0,0.0
NV,H_COMP_2,1.0,-2.0,3.0,-8.0,8.0,1.0,-4.0,-2.0
NV,H_COMP_3,-1.0,1.0,2.0,1.0,8.0,1.0,-12.0,5.0
NV,H_COMP_5,1.0,3.0,1.0,-3.0,5.0,2.0,-10.0,3.0
NV,H_COMP_6,0.0,2.0,0.0,-2.0,2.0,0.0,-6.0,2.0
NV,H_COMP_7,-1.0,-2.0,4.0,-2.0,5.0,1.0,-7.0,0.0
NV,H_HSP_RATING,1.0,-2.0,3.0,0.0,4.0,0.0,-4.0,-1.0
NV,H_QUIET_HSP,2.0,-3.0,3.0,-5.0,7.0,0.0,-1.0,-2.0
NV,H_RECMND,-1.0,0.0,2.0,-3.0,6.0,1.0,-9.0,1.0
NY,H_CLEAN_HSP,-2.0,2.0,1.0,0.0,0.0,0.0,-4.0,-3.0
NY,H_COMP_1,0.0,2.0,0.0,-1.0,1.0,1.0,-2.0,-4.0
NY,H_COMP_2,-1.0,1.0,0.0,0.0,0.0,0.0,-2.0,-2.0
NY,H_COMP_3,1.0,2.0,1.0,-1.0,0.0,0.0,-5.0,-3.0
NY,H_COMP_5,-2.0,2.0,0.0,0.0,-2.0,0.0,-2.0,-5.0
NY,H_COMP_6,2.0,2.0,-2.0,0.0,0.0,0.0,0.0,-2.0
NY,H_COMP_7,0.0,1.0,1.0,0.0,0.0,0.0,-3.0,-2.0
NY,H_HSP_RATING,0.0,2.0,0.0,0.0,1.0,0.0,-2.0,-5.0
NY,H_QUIET_HSP,1.0,0.0,0.0,-1.0,1.0,1.0,0.0,-3.0
NY,H_RECMND,0.0,1.0,0.0,-1.0,0.0,0.0,-2.0,-4.0
OH,H_CLEAN_HSP,0.0,1.0,0.0,-1.0,1.0,0.0,-5.0,-3.0
OH,H_COMP_1,1.0,0.0,0.0,0.0,1.0,0.0,-3.0,-1.0
OH,H_COMP_2,0.0,0.0,0.0,-1.0,1.0,0.0,-3.0,-1.0
OH,H_COMP_3,-1.0,1.0,-1.0,0.0,1.0,-1.0,-6.0,-3.0
OH,H_COMP_5,0.0,0.0,0.0,0.0,2.0,-1.0,-5.0,-3.0
OH,H_COMP_6,0.0,2.0,0.0,0.0,0.0,0.0,-2.0,0.0
OH,H_COMP_7,0.0,1.0,0.0,-2.0,3.0,0.0,-3.0,-3.0
OH,H_HSP_RATING,0.0,1.0,2.0,-2.0,2.0,0.0,-2.0,-4.0
OH,H_QUIET_HSP,0.0,1.0,-1.0,-1.0,1.0,0.0,0.0,-2.0
OH,H_RECMND,0.0,0.0,0.0,-1.0,2.0,0.0,-3.0,-2.0
OK,H_CLEAN_HSP,-1.0,1.0,3.0,0.0,0.0,0.0,-5.0,0.0
OK,H_COMP_1,1.0,0.0,0.0,0.0,1.0,0.0,-2.0,-1.0
OK,H_COMP_2,2.0,-2.0,0.0,-1.0,1.0,0.0,-3.0,-1.0
OK,H_COMP_3,1.0,0.0,2.0,0.0,0.0,1.0,-7.0,1.0
OK,H_COMP_5,1.0,-1.0,4.0,1.0,-2.0,-1.0,-5.0,-1.0
OK,H_COMP_6,0.0,2.0,0.0,-2.0,2.0,0.0,-2.0,-2.0
OK,H_COMP_7,1.0,-2.0,3.0,-1.0,1.0,0.0,-2.0,-1.0
OK,H_HSP_RATING,1.0,-1.0,3.0,-1.0,1.0,0.0,-2.0,-2.0
OK,H_QUIET_HSP,2.0,-1.0,1.0,-5.0,2.0,0.0,0.0,0.0
OK,H_RECMND,1.0,2.0,1.0,-2.0,1.0,1.0,-2.0,-2.0
OR,H_CLEAN_HSP,-1.0,1.0,-1.0,3.0,1.0,0.0,-3.0,-5.0
OR,H_COMP_1,0.0,1.0,0.0,1.0,1.0,0.0,-2.0,-2.0
OR,H_COMP_2,0.0,0.0,0.0,1.0,1.0,-1.0,-1.0,-3.0
OR,H_COMP_3,3.0,1.0,0.0,2.0,2.0,0.0,-6.0,-2.0
OR,H_COMP_5,1.0,0.0,3.0,2.0,-1.0,-1.0,-3.0,-4.0
OR,H_COMP_6,2.0,0.0,2.0,0.0,-2.0,0.0,0.0,0.0
OR,H_COMP_7,0.0,1.0,1.0,2.0,0.0,0.0,-3.0,-4.0
OR,H_HSP_RATING,1.0,0.0,3.0,0.0,1.0,-1.0,0.0,-4.0
OR,H_QUIET_HSP,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,-2.0
OR,H_RECMND,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,-4.0
PA,H_CLEAN_HSP,-1.0,1.0,0.0,0.0,1.0,0.0,-5.0,-2.0
PA,H_COMP_1,0.0,1.0,0.0,0.0,2.0,0.0,-2.0,-3.0
PA,H_COMP_2,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,-2.0
PA,H_COMP_3,-2.0,2.0,0.0,1.0,1.0,0.0,-5.0,-4.0
PA,H_COMP_5,-1.0,2.0,0.0,0.0,1.0,-1.0,-4.0,-3.0
PA,H_COMP_6,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-2.0
PA,H_COMP_7,0.0,1.0,0.0,0.0,1.0,0.0,-2.0,-2.0
PA,H_HSP_RATING,0.0,1.0,0.0,0.0,1.0,2.0,-2.0,-5.0
PA,H_QUIET_HSP,1.0,-1.0,-1.0,1.0,1.0,0.0,1.0,-2.0
PA,H_RECMND,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0
RI,H_CLEAN_HSP,-1.0,2.0,1.0,0.0,1.0,0.0,-3.0,0.0
RI,H_COMP_1,1.0,2.0,0.0,-1.0,1.0,0.0,-4.0,0.0
RI,H_COMP_2,2.0,1.0,-2.0,0.0,0.0,0.0,-3.0,1.0
RI,H_COMP_3,3.0,0.0,0.0,-2.0,2.0,-1.0,-6.0,-2.0
RI,H_COMP_5,0.0,3.0,0.0,-1.0,2.0,-1.0,-7.0,-1.0
RI,H_COMP_6,0.0,0.0,0.0,0.0,2.0,0.0,-2.0,0.0
RI,H_COMP_7,1.0,1.0,-1.0,0.0,0.0,1.0,-3.0,-1.0
RI,H_HSP_RATING,0.0,1.0,1.0,0.0,0.0,1.0,-4.0,-2.0
RI,H_QUIET_HSP,2.0,2.0,-2.0,-2.0,2.0,0.0,0.0,-1.0
RI,H_RECMND,1.0,0.0,1.0,-1.0,1.0,1.0,-5.0,-2.0
SC,H_CLEAN_HSP,0.0,1.0,-1.0,-1.0,3.0,-1.0,-8.0,-1.0
SC,H_COMP_1,0.0,1.0,-1.0,0.0,0.0,1.0,-2.0,-2.0
SC,H_COMP_2,-1.0,1.0,0.0,-1.0,-2.0,1.0,-1.0,-1.0
SC,H_COMP_3,0.0,0.0,1.0,0.0,-1.0,0.0,-5.0,-3.0
SC,H_COMP_5,1.0,0.0,0.0,1.0,-1.0,-1.0,-8.0,0.0
SC,H_COMP_6,2.0,2.0,0.0,-2.0,-2.0,2.0,-2.0,-2.0
SC,H_COMP_7,1.0,-1.0,1.0,2.0,-1.0,2.0,-5.0,-1.0
SC,H_HSP_RATING,0.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0
SC,H_QUIET_HSP,0.0,0.0,-3.0,-1.0,-1.0,2.0,-2.0,-1.0
SC,H_RECMND,1.0,-1.0,1.0,-1.0,0.0,0.0,-2.0,-3.0
SD,H_CLEAN_HSP,2.0,2.0,0.0,2.0,0.0,-1.0,-5.0,0.0
SD,H_COMP_1,2.0,2.0,-2.0,-1.0,3.0,0.0,0.0,-2.0
SD,H_COMP_2,3.0,0.0,-1.0,-4.0,5.0,1.0,-1.0,-2.0
SD,H_COMP_3,4.0,2.0,-2.0,2.0,0.0,2.0,-4.0,-2.0
SD,H_COMP_5,1.0,1.0,0.0,2.0,0.0,0.0,-6.0,-1.0
SD,H_COMP_6,0.0,4.0,-2.0,-4.0,0.0,0.0,2.0,-2.0
SD,H_COMP_7,-1.0,2.0,1.0,0.0,4.0,0.0,-2.0,-2.0
SD,H_HSP_RATING,5.0,1.0,0.0,-4.0,5.0,2.0,-1.0,-3.0
SD,H_QUIET_HSP,0.0,2.0,-1.0,-4.0,4.0,-1.0,2.0,-3.0
SD,H_RECMND,3.0,2.0,-1.0,-2.0,5.0,1.0,-3.0,-3.0
TN,H_CLEAN_HSP,-1.0,1.0,2.0,1.0,-1.0,0.0,-6.0,-3.0
TN,H_COMP_1,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0
TN,H_COMP_2,0.0,0.0,0.0,-1.0,-2.0,1.0,-1.0,-1.0
TN,H_COMP_3,0.0,0.0,3.0,0.0,-2.0,0.0,-6.0,-2.0
TN,H_COMP_5,-1.0,1.0,3.0,1.0,-4.0,1.0,-7.0,-1.0
TN,H_COMP_6,0.0,0.0,2.0,0.0,-2.0,0.0,-2.0,-2.0
TN,H_COMP_7,0.0,0.0,1.0,3.0,-2.0,0.0,-4.0,1.0
TN,H_HSP_RATING,1.0,0.0,1.0,0.0,-1.0,0.0,-4.0,-1.0
TN,H_QUIET_HSP,-1.0,1.0,-3.0,0.0,-1.0,0.0,0.0,-1.0
TN,H_RECMND,1.0,0.0,1.0,1.0,-3.0,0.0,-2.0,-2.0
TX,H_CLEAN_HSP,0.0,1.0,2.0,0.0,1.0,0.0,-6.0,1.0
TX,H_COMP_1,0.0,1.0,0.0,0.0,1.0,0.0,-4.0,1.0
TX,H_COMP_2,-1.0,0.0,0.0,-2.0,1.0,1.0,-3.0,-1.0
TX,H_COMP_3,0.0,1.0,2.0,0.0,0.0,0.0,-8.0,2.0
TX,H_COMP_5,-1.0,3.0,0.0,0.0,0.0,0.0,-9.0,0.0
TX,H_COMP_6,0.0,2.0,0.0,0.0,0.0,0.0,-4.0,0.0
TX,H_COMP_7,0.0,-1.0,2.0,0.0,0.0,1.0,-4.0,1.0
TX,H_HSP_RATING,1.0,1.0,1.0,-1.0,-1.0,1.0,-3.0,-1.0
TX,H_QUIET_HSP,0.0,2.0,-2.0,-2.0,2.0,0.0,-2.0,2.0
TX,H_RECMND,0.0,0.0,2.0,-2.0,0.0,0.0,-2.0,-1.0
UT,H_CLEAN_HSP,1.0,-1.0,2.0,4.0,1.0,0.0,-3.0,-2.0
UT,H_COMP_1,1.0,-1.0,-1.0,3.0,0.0,0.0,1.0,-1.0
UT,H_COMP_2,1.0,-2.0,-1.0,0.0,1.0,1.0,0.0,-2.0
UT,H_COMP_3,-1.0,-1.0,3.0,0.0,0.0,0.0,-2.0,-2.0
UT,H_COMP_5,1.0,-1.0,1.0,0.0,-2.0,0.0,-2.0,-3.0
UT,H_COMP_6,2.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0
UT,H_COMP_7,0.0,-1.0,2.0,1.0,-1.0,1.0,-3.0,-1.0
UT,H_HSP_RATING,0.0,2.0,-1.0,0.0,0.0,0.0,2.0,-3.0
UT,H_QUIET_HSP,-1.0,0.0,-3.0,1.0,2.0,0.0,2.0,0.0
UT,H_RECMND,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0
VA,H_CLEAN_HSP,0.0,0.0,3.0,0.0,-1.0,0.0,-4.0,-2.0
VA,H_COMP_1,0.0,2.0,0.0,0.0,0.0,0.0,-2.0,-1.0
VA,H_COMP_2,0.0,1.0,-1.0,-1.0,1.0,-1.0,-2.0,0.0
VA,H_COMP_3,0.0,1.0,0.0,1.0,0.0,-1.0,-6.0,-2.0
VA,H_COMP_5,1.0,1.0,-1.0,0.0,0.0,0.0,-5.0,-3.0
VA,H_COMP_6,2.0,0.0,0.0,0.0,-2.0,0.0,-2.0,0.0
VA,H_COMP_7,0.0,1.0,1.0,-1.0,2.0,-1.0,-3.0,0.0
VA,H_HSP_RATING,1.0,1.0,1.0,0.0,-1.0,0.0,-2.0,-2.0
VA,H_QUIET_HSP,1.0,0.0,-1.0,-2.0,1.0,1.0,0.0,-1.0
VA,H_RECMND,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0
VT,H_CLEAN_HSP,-1.0,3.0,-1.0,-2.0,-1.0,-1.0,1.0,-5.0
VT,H_COMP_1,-2.0,3.0,1.0,-1.0,1.0,2.0,-2.0,-3.0
VT,H_COMP_2,0.0,2.0,1.0,-1.0,1.0,1.0,-2.0,-3.0
VT,H_COMP_3,-3.0,2.0,1.0,-2.0,3.0,1.0,-2.0,-5.0
VT,H_COMP_5,-4.0,7.0,-4.0,4.0,-6.0,2.0,1.0,-6.0
VT,H_COMP_6,0.0,4.0,0.0,-2.0,0.0,2.0,-2.0,-4.0
VT,H_COMP_7,-2.0,2.0,-2.0,1.0,2.0,0.0,-2.0,-3.0
VT,H_HSP_RATING,1.0,1.0,1.0,0.0,1.0,1.0,1.0,-8.0
VT,H_QUIET_HSP,1.0,1.0,-1.0,-2.0,1.0,-1.0,5.0,-6.0
VT,H_RECMND,-3.0,1.0,-1.0,1.0,0.0,1.0,0.0,-8.0
WA,H_CLEAN_HSP,0.0,1.0,0.0,2.0,1.0,0.0,-2.0,-4.0
WA,H_COMP_1,0.0,0.0,1.0,0.0,1.0,1.0,-1.0,-2.0
WA,H_COMP_2,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,-3.0
WA,H_COMP_3,-2.0,1.0,1.0,1.0,1.0,1.0,-3.0,-5.0
WA,H_COMP_5,2.0,1.0,-3.0,4.0,-1.0,1.0,-4.0,-4.0
WA,H_COMP_6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0
WA,H_COMP_7,-1.0,1.0,0.0,2.0,0.0,-1.0,-2.0,-2.0
WA,H_HSP_RATING,0.0,2.0,-1.0,0.0,0.0,1.0,0.0,-5.0
WA,H_QUIET_HSP,-1.0,0.0,-1.0,-1.0,2.0,0.0,1.0,-1.0
WA,H_RECMND,0.0,1.0,-1.0,0.0,0.0,2.0,-1.0,-6.0
WI,H_CLEAN_HSP,-1.0,1.0,0.0,0.0,0.0,0.0,-5.0,-1.0
WI,H_COMP_1,-2.0,2.0,1.0,-2.0,2.0,-1.0,-1.0,-1.0
WI,H_COMP_2,-1.0,1.0,0.0,0.0,-1.0,0.0,-2.0,-1.0
WI,H_COMP_3,0.0,1.0,0.0,0.0,0.0,0.0,-5.0,-2.0
WI,H_COMP_5,-2.0,2.0,0.0,0.0,1.0,0.0,-6.0,-2.0
WI,H_COMP_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0
WI,H_COMP_7,0.0,1.0,0.0,0.0,1.0,1.0,-3.0,-1.0
WI,H_HSP_RATING,0.0,2.0,0.0,0.0,0.0,0.0,-3.0,-2.0
WI,H_QUIET_HSP,0.0,1.0,1.0,-1.0,0.0,0.0,1.0,-2.0
WI,H_RECMND,0.0,1.0,0.0,0.0,0.0,0.0,-3.0,-2.0
WV,H_CLEAN_HSP,0.0,0.0,3.0,1.0,-2.0,2.0,-3.0,-2.0
WV,H_COMP_1,0.0,1.0,2.0,0.0,0.0,1.0,-2.0,-2.0
WV,H_COMP_2,0.0,0.0,1.0,0.0,-3.0,1.0,-3.0,-1.0
WV,H_COMP_3,0.0,0.0,5.0,0.0,0.0,0.0,-2.0,-4.0
WV,H_COMP_5,1.0,0.0,4.0,0.0,1.0,-1.0,-5.0,-4.0
WV,H_COMP_6,0.0,0.0,2.0,-2.0,0.0,0.0,0.0,-6.0
WV,H_COMP_7,0.0,-1.0,5.0,-2.0,0.0,0.0,-1.0,-2.0
WV,H_HSP_RATING,3.0,0.0,5.0,-3.0,1.0,-1.0,0.0,-3.0
WV,H_QUIET_HSP,0.0,1.0,1.0,-1.0,-1.0,0.0,2.0,-2.0
WV,H_RECMND,1.0,3.0,3.0,-2.0,-1.0,0.0,0.0,-3.0
WY,H_CLEAN_HSP,1.0,0.0,1.0,3.0,-1.0,0.0,-3.0,-1.0
WY,H_COMP_1,0.0,0.0,2.0,0.0,2.0,0.0,-2.0,1.0
WY,H_COMP_2,0.0,1.0,-1.0,-3.0,4.0,0.0,-3.0,-1.0
WY,H_COMP_3,2.0,-1.0,2.0,1.0,3.0,1.0,-6.0,1.0
WY,H_COMP_5,-4.0,6.0,-1.0,-1.0,6.0,-1.0,-9.0,1.0
WY,H_COMP_6,0.0,0.0,-4.0,0.0,0.0,0.0,2.0,-4.0
WY,H_COMP_7,0.0,1.0,3.0,-1.0,1.0,1.0,-3.0,0.0
WY,H_HSP_RATING,5.0,2.0,-2.0,0.0,2.0,-1.0,0.0,0.0
WY,H_QUIET_HSP,3.0,1.0,-4.0,0.0,1.0,-1.0,4.0,2.0
WY,H_RECMND,2.0,0.0,1.0,2.0,2.0,-1.0,-2.0,1.0
